ensemble size,depth,base accuracy,ensemble accuracy
7,1,0.19476984126984126,0.19794444444444445
7,2,0.3407301587301587,0.3522222222222222
7,3,0.468968253968254,0.5217222222222222
7,4,0.5826746031746033,0.6485
7,5,0.6749285714285714,0.7378333333333333
7,6,0.734484126984127,0.8195
7,7,0.7803333333333333,0.8585555555555555
7,8,0.8166904761904762,0.8946111111111111
