ensemble size,depth,base accuracy,ensemble accuracy
8,1,0.1984375,0.20505555555555555
8,2,0.3388541666666667,0.37577777777777777
8,3,0.48333333333333334,0.4953888888888889
8,4,0.5817152777777778,0.6127777777777778
8,5,0.6773958333333334,0.7098333333333333
8,6,0.7360763888888888,0.7554444444444445
8,7,0.7808541666666666,0.8667222222222222
8,8,0.8145555555555556,0.8850555555555556
