ensemble size,depth,base accuracy,ensemble accuracy
3,1,0.20033333333333334,0.20166666666666666
3,2,0.336,0.3498888888888889
3,3,0.46485185185185185,0.5093333333333333
3,4,0.6067037037037037,0.6671111111111111
3,5,0.6757777777777777,0.7367777777777778
3,6,0.7397777777777779,0.7703888888888889
3,7,0.786037037037037,0.8366111111111111
3,8,0.8176481481481481,0.8618888888888889
